epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,427.879,0.86129,0.88911,1.26655,0.81943,0.62617,0.72198,0.52561,0.94076,0.94453,1.50933,0.0007723,0.0007723,0.0007723
25,446.101,0.81621,0.82318,1.22538,0.83492,0.69957,0.77691,0.56369,0.85577,0.9005,1.45041,0.0007624,0.0007624,0.0007624
26,464.992,0.84215,0.79224,1.24427,0.85124,0.62569,0.73881,0.53948,0.886,0.89114,1.48626,0.0007525,0.0007525,0.0007525
27,483.836,0.8274,0.82346,1.2352,0.81892,0.61129,0.70277,0.52262,0.91644,1.05972,1.46873,0.0007426,0.0007426,0.0007426
28,502.499,0.826,0.82309,1.24553,0.7355,0.69654,0.69749,0.53057,0.90057,0.97932,1.44906,0.0007327,0.0007327,0.0007327
29,521.217,0.79863,0.72542,1.22428,0.8131,0.68492,0.73995,0.53491,0.90363,0.86518,1.51624,0.0007228,0.0007228,0.0007228
30,539.493,0.78177,0.76416,1.21827,0.86928,0.68352,0.75146,0.54982,0.85788,0.86799,1.44391,0.0007129,0.0007129,0.0007129
31,558.287,0.79398,0.75323,1.20194,0.80339,0.67188,0.75671,0.52382,0.92178,0.86576,1.50167,0.000703,0.000703,0.000703
32,577.123,0.82446,0.78241,1.22043,0.73148,0.7131,0.74554,0.55753,0.88313,0.87992,1.47961,0.0006931,0.0006931,0.0006931
33,595.783,0.76616,0.66335,1.20791,0.78497,0.74679,0.76688,0.56163,0.89112,0.83296,1.47725,0.0006832,0.0006832,0.0006832
34,614.453,0.7666,0.69626,1.18753,0.72584,0.76102,0.76729,0.56417,0.88127,0.89274,1.48426,0.0006733,0.0006733,0.0006733
35,633.327,0.76704,0.6991,1.20715,0.82385,0.76885,0.78995,0.56022,0.89132,0.79,1.4705,0.0006634,0.0006634,0.0006634
36,652.06,0.78754,0.71237,1.21227,0.82472,0.75903,0.78882,0.56354,0.86624,0.80478,1.41035,0.0006535,0.0006535,0.0006535
37,670.685,0.77772,0.71453,1.19967,0.84847,0.70383,0.78453,0.57788,0.82391,0.74096,1.41861,0.0006436,0.0006436,0.0006436
38,689.37,0.77535,0.68755,1.21373,0.80188,0.71434,0.76586,0.56264,0.89249,0.8763,1.46384,0.0006337,0.0006337,0.0006337
39,707.991,0.75529,0.70397,1.21004,0.83675,0.69125,0.74638,0.55415,0.89308,0.8456,1.48391,0.0006238,0.0006238,0.0006238
40,727.256,0.76239,0.67389,1.22522,0.85914,0.69493,0.74542,0.55857,0.86431,0.81533,1.47695,0.0006139,0.0006139,0.0006139
41,745.997,0.78524,0.69478,1.21629,0.76036,0.71267,0.71925,0.56101,0.85537,0.82092,1.47335,0.000604,0.000604,0.000604
42,764.824,0.73832,0.63792,1.18363,0.85246,0.7654,0.77231,0.56533,0.84732,0.7482,1.43805,0.0005941,0.0005941,0.0005941
43,783.397,0.69418,0.60332,1.14777,0.80478,0.7784,0.77435,0.56482,0.85958,0.85203,1.43528,0.0005842,0.0005842,0.0005842
44,802.463,0.7364,0.65586,1.18021,0.81211,0.79093,0.77624,0.57819,0.84351,0.77023,1.4419,0.0005743,0.0005743,0.0005743
45,821.126,0.7352,0.62048,1.17603,0.79358,0.69427,0.69135,0.53365,0.89476,0.90695,1.48231,0.0005644,0.0005644,0.0005644
46,839.887,0.71496,0.62623,1.17528,0.82017,0.73246,0.77652,0.58106,0.87576,0.71728,1.46927,0.0005545,0.0005545,0.0005545
47,858.99,0.73189,0.64372,1.15647,0.81053,0.74696,0.77859,0.58597,0.86184,0.72645,1.48322,0.0005446,0.0005446,0.0005446
48,877.671,0.72588,0.62284,1.17549,0.85231,0.68444,0.75846,0.56226,0.88425,0.7416,1.48411,0.0005347,0.0005347,0.0005347
49,896.269,0.71814,0.60268,1.14778,0.8567,0.71336,0.76216,0.56604,0.8624,0.72901,1.45968,0.0005248,0.0005248,0.0005248
50,914.945,0.70645,0.60443,1.1667,0.80319,0.75593,0.77222,0.58295,0.87345,0.75162,1.45698,0.0005149,0.0005149,0.0005149
51,933.686,0.6764,0.56598,1.15055,0.82082,0.72706,0.74661,0.55887,0.87625,0.77623,1.51219,0.000505,0.000505,0.000505
52,952.224,0.72645,0.59585,1.15717,0.80262,0.69629,0.71691,0.55525,0.86538,0.79825,1.4809,0.0004951,0.0004951,0.0004951
53,971.156,0.67531,0.53928,1.12829,0.83555,0.72124,0.74055,0.57779,0.84912,0.73484,1.45676,0.0004852,0.0004852,0.0004852
54,989.908,0.68328,0.55275,1.13771,0.79561,0.74789,0.76938,0.5924,0.85467,0.6824,1.43778,0.0004753,0.0004753,0.0004753
55,1008.86,0.68662,0.56903,1.15928,0.85004,0.74911,0.78868,0.57646,0.833,0.73933,1.46649,0.0004654,0.0004654,0.0004654
56,1027.3,0.70292,0.57219,1.17757,0.82625,0.73175,0.75484,0.57529,0.82964,0.75575,1.45254,0.0004555,0.0004555,0.0004555
57,1043.86,0.64903,0.52421,1.11494,0.79286,0.7746,0.78233,0.58556,0.82882,0.70911,1.44935,0.0004456,0.0004456,0.0004456
58,1059.37,0.65001,0.53279,1.11965,0.88967,0.75038,0.80419,0.59974,0.83029,0.69084,1.45073,0.0004357,0.0004357,0.0004357
59,1074.65,0.66817,0.53682,1.1339,0.85879,0.75014,0.7916,0.60804,0.83068,0.67419,1.43105,0.0004258,0.0004258,0.0004258
60,1091.68,0.67298,0.5554,1.13768,0.82429,0.74248,0.78819,0.58112,0.7915,0.6866,1.41231,0.0004159,0.0004159,0.0004159
61,1110.07,0.6704,0.55409,1.1229,0.85971,0.6984,0.79095,0.61074,0.80438,0.67605,1.41245,0.000406,0.000406,0.000406
62,1129.23,0.6471,0.50722,1.11548,0.77159,0.81921,0.79281,0.60053,0.78121,0.63608,1.43502,0.0003961,0.0003961,0.0003961
63,1147.64,0.66237,0.53056,1.14398,0.872,0.75225,0.82262,0.62103,0.79961,0.69928,1.43564,0.0003862,0.0003862,0.0003862
64,1166.3,0.6593,0.51001,1.14711,0.80142,0.76131,0.75784,0.60024,0.78871,0.7114,1.42398,0.0003763,0.0003763,0.0003763
65,1184.97,0.64982,0.51977,1.13255,0.90342,0.70433,0.80084,0.58328,0.8446,0.78982,1.45174,0.0003664,0.0003664,0.0003664
66,1203.95,0.65531,0.49368,1.12943,0.78223,0.7733,0.7876,0.58582,0.82618,0.65209,1.46063,0.0003565,0.0003565,0.0003565
67,1222.59,0.63677,0.47161,1.10982,0.82962,0.75771,0.80466,0.58984,0.84237,0.66212,1.47958,0.0003466,0.0003466,0.0003466
68,1241.57,0.62983,0.47264,1.10937,0.84625,0.76442,0.81667,0.61193,0.79876,0.67907,1.4342,0.0003367,0.0003367,0.0003367
69,1260.32,0.64834,0.49411,1.11442,0.8384,0.74385,0.78358,0.60007,0.78206,0.63684,1.41699,0.0003268,0.0003268,0.0003268
70,1279.42,0.63385,0.49127,1.11228,0.88891,0.74267,0.80679,0.59458,0.81969,0.65981,1.45741,0.0003169,0.0003169,0.0003169
71,1298.14,0.61359,0.46724,1.10372,0.86171,0.72543,0.79071,0.58362,0.78857,0.69315,1.44256,0.000307,0.000307,0.000307
72,1316.63,0.65168,0.46152,1.11982,0.83138,0.74874,0.7759,0.57835,0.80849,0.71001,1.457,0.0002971,0.0002971,0.0002971
73,1335.29,0.63739,0.46891,1.11045,0.89049,0.74285,0.7994,0.5817,0.82192,0.72715,1.43878,0.0002872,0.0002872,0.0002872
