Wall time,Step,Value
1769120246.697222,0,1.0895246267318726
1769120568.4955037,1,0.7984665036201477
1769120897.6754477,2,0.7937012314796448
1769121218.720919,3,0.7399167418479919
1769121524.8556936,4,0.6824314594268799
1769121825.1113718,5,0.6958240270614624
1769122133.6825464,6,0.6630221605300903
1769122466.2959592,7,0.5492949485778809
1769122796.6865582,8,0.522444486618042
1769123121.0142272,9,0.4671984612941742
1769123446.6253436,10,0.461266428232193
1769123766.277521,11,0.35291382670402527
